,0,1
0,0.023980728222006035,0.976019271777994
1,0.03480217026860554,0.9651978297313945
2,0.05577049820333148,0.8520206213918442
3,0.046840655140921394,0.9531593448590786
4,0.015434947703433986,0.984565052296566
5,0.06470780754546976,0.9352921924545303
6,1.137845698396376e-309,1.0
7,0.06493999830931552,0.9350600016906845
8,0.03524640442769095,0.9647535955723091
9,0.031057399094008654,0.9689426009059913
10,0.012318442201083354,0.9876815577989166
11,0.03749601809947664,0.9625039819005233
12,0.03576821147102416,0.9642317885289758
13,0.06554746014525716,0.9344525398547429
14,1.075510274854155e-309,1.0
15,0.08133956253512462,0.9186604374648754
16,0.023451330881571683,0.9765486691184282
17,0.019668658080369737,0.9803313419196302
18,9.5785520363301e-310,1.0
19,0.03521011883270871,0.9647898811672914
20,1.11597759156828e-309,1.0
21,0.03630101738740244,0.9636989826125975
22,1.107949709688683e-309,1.0
23,0.04567738083028903,0.9543226191697111
24,0.05249669665585805,0.947503303344142
25,0.048078813478899134,0.9519211865211009
26,0.05770632178410786,0.9422936782158922
27,0.011242711031782473,0.9887572889682176
28,0.014831198532279731,0.9851688014677203
29,0.017788935141041556,0.9822110648589585
30,0.055700778548793496,0.9442992214512065
31,0.05189124429611945,0.9481087557038805
32,1.17937332162153e-309,1.0
33,0.04155199492321596,0.9584480050767841
34,0.05561775840810739,0.9443822415918927
35,0.04778774349052778,0.9522122565094722
36,0.019766559786553055,0.9802334402134469
37,0.03971469803162358,0.9602853019683765
38,0.013779931473733839,0.9862200685262662
39,0.04157009895999916,0.9584299010400009
40,0.06258026900228864,0.9374197309977114
41,0.044517235097839364,0.9554827649021608
42,0.014978495262094238,0.9850215047379058
43,0.06984045783728185,0.9301595421627181
44,9.3065363093141e-310,1.0
45,0.022240059491954477,0.9777599405080455
46,0.026726812183873492,0.9732731878161266
47,0.043089271836203466,0.9569107281637964
48,0.010548305377769697,0.9894516946222304
49,9.60934749754053e-310,1.0
50,0.022110206725291057,0.977889793274709
51,0.04798137803559159,0.9520186219644085
52,0.04266573557600078,0.9573342644239993
53,9.08023887575113e-310,1.0
54,0.0499898015130453,0.9500101984869548
55,0.013247683103051978,0.986752316896948
56,1.199806917603786e-309,1.0
57,0.02232335389335777,0.9776766461066423
58,0.05200715739445094,0.9479928426055491
59,0.0617234136026453,0.9382765863973548
60,0.055810469822581824,0.9441895301774181
61,0.03369309569183891,0.9663069043081611
62,0.01626088417212577,0.9837391158278743
63,0.025903688137561335,0.9740963118624386
64,0.01833544223158295,0.9816645577684171
65,0.03477303998171951,0.9652269600182805
66,0.03298713403320197,0.9670128659667981
67,0.029700036987383393,0.9702999630126166
68,0.0760871283753165,0.9239128716246836
69,0.024679182849663233,0.9753208171503367
70,0.06324396081176592,0.8867711632479854
71,0.018625124912434017,0.9813748750875659
72,0.030269241993411883,0.969730758006588
73,1.17574249708535e-309,1.0
74,0.06350053568035205,0.8843517659732213
75,0.04381219837722194,0.9561878016227782
76,1.005674580219616e-309,1.0
77,0.08678507586721462,0.9132149241327854
78,0.0522852104327833,0.9477147895672167
79,0.01716731016102785,0.9828326898389722
80,0.011196390593101251,0.9888036094068988
81,0.06466148558663537,0.9353385144133646
82,0.05776222824494774,0.9422377717550523
83,0.024958628460215748,0.9750413715397843
84,1.124785224409427e-309,1.0
85,0.03232887345329708,0.9676711265467028
86,0.018344501966513774,0.9816554980334863
87,0.01101267683259803,0.988987323167402
88,0.052467984712844876,0.9475320152871551
89,0.03895910663400907,0.9610408933659909
90,0.022276276029137433,0.9777237239708626
91,0.03268878167928611,0.9673112183207138
92,0.04985438147384316,0.9501456185261569
93,0.07718162072194698,0.922818379278053
94,0.041917469644884464,0.9580825303551155
95,0.044583075205029285,0.9554169247949708
96,0.049380304342348046,0.9506196956576519
97,0.053134440854335094,0.946865559145665
98,0.05635814830270242,0.9436418516972976
99,0.09368014221908483,0.9063198577809153
100,0.0845317031815723,0.9154682968184277
101,0.030442755300988396,0.9695572446990116
102,0.006870550636163008,0.993129449363837
103,0.04109095350788472,0.9589090464921153
104,0.08596190556681643,0.9140380944331835
105,0.06623902370165904,0.933760976298341
106,1.488744884513617e-309,1.0
107,0.05851516478976456,0.9414848352102354
108,1.0,1.49455683794631e-309
109,0.01636020377411618,0.9836397962258838
110,0.08659388307682613,0.8327587047792004
111,0.015180276577329276,0.9848197234226708
112,1.181163949101865e-309,1.0
113,1.05328721334733e-309,1.0
114,0.05801733356110838,0.9419826664388917
115,0.06456443228232527,0.9320638701114363
116,0.021023413948199614,0.9789765860518005
117,0.0322750935470332,0.9677249064529667
118,1.15153842380034e-309,1.0
119,0.025922473278221204,0.9740775267217788
120,0.025629723033676093,0.974370276966324
121,0.010630596454277554,0.9893694035457224
122,0.03600156264587393,0.9639984373541262
123,1.15733732299835e-309,1.0
124,0.058252648045299844,0.9417473519547003
125,0.03810364511760832,0.9618963548823916
126,0.03242279391515136,0.9675772060848487
127,0.029593940849544892,0.9704060591504552
128,0.0178583133097097,0.9821416866902903
129,0.025510253488074314,0.9744897465119257
130,0.048499353350011265,0.9515006466499887
131,0.03939242062848495,0.9606075793715151
132,0.06524749707712867,0.9347525029228714
133,0.0782157658513309,0.3765146055395725
134,0.05793220497973693,0.942067795020263
135,0.017377960936587465,0.9826220390634125
136,0.04373758920995663,0.9562624107900434
137,0.11290682210798571,0.7223774372750725
138,1.49238641934172e-309,1.0
139,0.025844314352283654,0.9741556856477163
140,9.9553740003396e-310,1.0
141,0.009233609253932391,0.9907663907460676
142,0.025825930933364216,0.9741740690666357
143,0.04745602059662273,0.9525439794033773
144,9.33075480344016e-310,1.0
145,0.05994564104766475,0.9400543589523351
146,0.05051543342966336,0.9494845665703368
147,0.061440533285846095,0.9385594667141539
148,9.93493373786353e-310,1.0
149,0.0736707765825851,0.9263292234174149
150,0.05226826429672568,0.9477317357032744
151,1.05771117277157e-309,1.0
152,0.04085288146153414,0.9591471185384659
153,0.04903619224982966,0.9509638077501704
154,0.049831784349739894,0.95016821565026
155,1.19431528916812e-309,1.0
156,0.0733655867065836,0.9266344132934164
157,0.04453639644503727,0.9554636035549628
158,0.010808114856671627,0.9891918851433283
159,0.07900833487072126,0.8118088236707377
160,0.0014257945275747072,0.9985742054724253
161,0.06060427322788496,0.939395726772115
162,0.032818047903492444,0.9671819520965076
163,0.015406349770904425,0.9845936502290955
164,9.9203693610209e-310,1.0
165,9.65828573094103e-310,1.0
166,9.16891992575425e-310,1.0
167,9.72242158635807e-310,1.0
168,0.053352434732153044,0.946647565267847
